Brand,Subject Common Name,Subject organization Name,Subject countryName ,Subject state ProvinceName ,Subject localityName,Issuer Common Name,Issuer organization Name,Issuer countryName ,Brand impersonation
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,connectmsdx.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.grupo-conde.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,higginscabinat.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,higginscabinat.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,higginscabinat.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,aixistance.cloudaix.de,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,terbit303.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.grupo-conde.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,gt-industries.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,solutionfun.info,N/A,N/A,N/A,N/A,Amazon RSA 2048 M03,Amazon,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,us-ord-1.linodeobjects.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,steelheadincs.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,techgruppen.io,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,marketplacesgeek.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,gt-industries.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,auth-secure.me,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,steelheadincs.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,*.r2.dev,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,*.github.io,N/A,N/A,N/A,N/A,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,GB,1
Microsoft,marketplacesgeek.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,1boxoffice.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,us-ord-1.linodeobjects.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,cpanel.prominencecleaners.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,profitph.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,homeclimate.net,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,cpanel.prominencecleaners.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fiedlerlaws.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.stivuitoare-bucuresti.ro,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,*.r2.dev,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,techgruppen.io,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,gt-industries.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,steelheadincs.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,homeclimate.net,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,file.m365.sharedfile.tech,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,aixistance.cloudaix.de,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,primeiroacesso.cnsr.net.br,N/A,N/A,N/A,N/A,GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,wuaze.com,N/A,N/A,N/A,N/A,ZeroSSL ECC Domain Secure Site CA,ZeroSSL,AT,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,auth-secure.me,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,ourmidas.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,steelheadincs.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.chandhandicrafts.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,cdn.glitch.global,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,*.s3.us-east-2.amazonaws.com,N/A,N/A,N/A,N/A,Amazon RSA 2048 M01,Amazon,US,1
Microsoft,*.s3.us-east-2.amazonaws.com,N/A,N/A,N/A,N/A,Amazon RSA 2048 M01,Amazon,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,dornellessalon.com.br.institutowin.com.br,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,seguridadentodomomento.fun,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,caitlynbrown054.workers.dev,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,portal.tosama-doo.si,N/A,N/A,N/A,N/A,E7,Let's Encrypt,US,1
Microsoft,intranet.kapitalska.si,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,intranet.varis-group.si,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,auth-secure.me,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,steelheadincs.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,www.denzel.jp,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,my-messaging.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,www.homesforall.learnguru.com.bd,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,offdh.xyz,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,www.gerencia.interactivaj.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,cpanel.prominencecleaners.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,hypera.com.br,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.dataphone.cloud,N/A,N/A,N/A,N/A,GlobalSign GCC R6 AlphaSSL CA 2023,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,us-mia-1.linodeobjects.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,*.grupomundo.com.py,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.vercel.app,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,us-sea-1.linodeobjects.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,aircampus.in,N/A,N/A,N/A,N/A,Sectigo Public Server Authentication CA DV R36,Sectigo Limited,GB,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,*.r2.dev,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,jp-osa-1.linodeobjects.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,www.atcobglobal.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,efm.feedback.unitedway.org,N/A,N/A,N/A,N/A,Amazon RSA 2048 M02,Amazon,US,1
Microsoft,my-messaging.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.ciamlogin.com,Microsoft Corporation,US,WA,Redmond,Microsoft Azure RSA TLS Issuing CA 08,Microsoft Corporation,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,login-live.lntead.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,malavesi.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,theturngroup.com,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,*.r2.dev,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,auth-secure.me,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.web.core.windows.net,Microsoft Corporation,US,WA,Redmond,Microsoft Azure RSA TLS Issuing CA 08,Microsoft Corporation,US,1
Microsoft,login-live.lntead.com,N/A,N/A,N/A,N/A,E8,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,auth-secure.me,N/A,N/A,N/A,N/A,WE1,Google Trust Services,US,1
Microsoft,sharefiledocument.cyndigerlach.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,office.auto-o365feb18211.pocpop156.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,my-messaging.com,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
Microsoft,*.webcindario.com,N/A,N/A,N/A,N/A,R12,Let's Encrypt,US,1
Microsoft,office.office365intertop.mtigroup.myshn.net,Skyhigh Security,US,Texas,Plano,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,BE,1
Microsoft,fun-creators.net,N/A,N/A,N/A,N/A,R13,Let's Encrypt,US,1
